usuario_id,contenido_id,tipo_contenido,fecha_comentario,tipo,editado
50,1055,Post,2021-03-07,['Texto'],True
1117,125,Post,2021-06-26,['Sticker'],True
61,936,Post,2021-02-24,['Sticker'],True
86,677,Post,2023-03-20,"['Sticker', 'Emoji', 'Texto']",True
1012,734,Post,2020-10-13,"['Emoji', 'Sticker', 'Texto']",True
1219,1011,Post,2020-07-19,"['Emoji', 'Sticker']",False
1343,900,Post,2020-05-30,"['Emoji', 'Texto']",True
390,351,Post,2021-01-27,"['Sticker', 'Emoji', 'Texto']",False
18,621,Post,2021-08-21,"['Sticker', 'Emoji']",True
1427,995,Post,2024-08-20,"['Texto', 'Sticker']",False
1115,1116,Post,2021-09-12,"['Texto', 'Sticker']",False
174,308,Post,2022-06-24,"['Sticker', 'Texto']",True
144,887,Post,2024-08-07,"['Texto', 'Emoji', 'Sticker']",False
1442,235,Post,2023-10-31,"['Texto', 'Emoji', 'Sticker']",True
935,814,Post,2020-12-13,['Emoji'],True
48,1197,Post,2022-01-03,"['Emoji', 'Texto']",False
371,190,Post,2020-11-10,"['Emoji', 'Sticker']",False
370,39,Post,2020-12-23,['Texto'],False
400,143,Post,2020-02-26,"['Texto', 'Emoji']",True
576,527,Post,2021-10-08,['Texto'],False
609,9,Post,2022-12-05,"['Sticker', 'Emoji', 'Texto']",False
304,1174,Post,2024-07-29,"['Emoji', 'Texto']",False
355,568,Post,2020-05-17,"['Texto', 'Sticker']",True
140,1075,Post,2024-01-08,"['Emoji', 'Sticker', 'Texto']",False
98,633,Post,2024-02-10,"['Sticker', 'Texto']",True
432,908,Post,2020-11-17,"['Sticker', 'Emoji']",False
151,1182,Post,2020-08-20,"['Texto', 'Sticker', 'Emoji']",True
577,304,Post,2020-12-08,"['Texto', 'Sticker', 'Emoji']",True
204,571,Post,2021-07-26,['Sticker'],True
474,895,Post,2020-08-23,"['Sticker', 'Emoji', 'Texto']",True
1013,118,Post,2022-04-24,['Emoji'],True
1155,598,Post,2023-01-21,['Sticker'],True
451,543,Post,2025-02-02,['Sticker'],False
117,853,Post,2022-02-08,"['Sticker', 'Texto', 'Emoji']",True
645,912,Post,2024-07-02,['Sticker'],False
102,58,Post,2024-03-14,"['Emoji', 'Sticker']",True
540,241,Post,2023-03-20,"['Texto', 'Sticker']",False
879,631,Post,2023-05-11,"['Sticker', 'Texto']",False
163,1026,Post,2022-01-27,['Texto'],True
1500,92,Post,2024-08-03,"['Texto', 'Emoji']",False
1012,731,Post,2022-09-22,"['Emoji', 'Sticker', 'Texto']",False
647,829,Post,2022-11-23,"['Sticker', 'Emoji']",False
776,865,Post,2022-04-12,"['Sticker', 'Emoji']",False
524,1178,Post,2022-12-03,"['Texto', 'Emoji', 'Sticker']",True
805,1197,Post,2022-07-01,"['Sticker', 'Texto', 'Emoji']",True
618,291,Post,2023-06-24,['Texto'],False
1437,524,Post,2024-10-20,"['Sticker', 'Texto', 'Emoji']",False
1478,588,Post,2021-02-12,"['Emoji', 'Texto', 'Sticker']",False
818,195,Post,2023-09-14,['Texto'],False
1172,1053,Post,2023-06-03,['Sticker'],True
109,685,Post,2021-08-16,"['Texto', 'Emoji', 'Sticker']",False
155,600,Post,2021-10-15,"['Emoji', 'Texto']",False
1220,176,Post,2020-07-21,"['Texto', 'Sticker', 'Emoji']",False
419,937,Post,2020-03-25,"['Texto', 'Emoji', 'Sticker']",False
1104,444,Post,2021-10-09,"['Texto', 'Emoji']",True
1020,734,Post,2023-12-05,['Emoji'],False
121,434,Post,2022-02-19,"['Sticker', 'Emoji']",True
430,881,Post,2023-06-24,"['Texto', 'Emoji']",False
359,306,Post,2021-10-28,"['Texto', 'Sticker', 'Emoji']",True
392,205,Post,2024-02-11,['Emoji'],True
738,690,Post,2023-01-29,"['Sticker', 'Emoji', 'Texto']",False
144,900,Post,2024-03-22,['Sticker'],False
693,661,Post,2020-06-16,['Sticker'],True
242,1118,Post,2024-07-23,['Texto'],False
1,420,Post,2020-09-29,['Emoji'],True
1374,510,Post,2022-12-21,['Emoji'],False
412,1101,Post,2020-09-11,['Sticker'],True
588,548,Post,2024-09-23,"['Emoji', 'Texto', 'Sticker']",True
145,857,Post,2020-04-04,"['Texto', 'Sticker']",True
130,204,Post,2024-01-10,"['Sticker', 'Emoji']",True
777,237,Post,2024-05-12,['Sticker'],True
980,30,Post,2024-10-02,['Texto'],False
428,1117,Post,2022-01-29,"['Sticker', 'Texto']",True
743,668,Post,2021-12-22,"['Emoji', 'Sticker', 'Texto']",True
181,408,Post,2023-10-13,"['Texto', 'Emoji', 'Sticker']",True
153,379,Post,2024-08-18,"['Texto', 'Sticker']",False
778,796,Post,2021-09-23,['Emoji'],True
413,773,Post,2023-08-24,['Texto'],False
465,566,Post,2020-09-11,"['Texto', 'Sticker']",True
158,597,Post,2022-08-17,"['Emoji', 'Texto']",True
20,703,Post,2022-09-23,"['Emoji', 'Sticker', 'Texto']",False
926,763,Post,2023-07-11,['Emoji'],True
872,127,Post,2022-05-27,['Sticker'],False
1057,224,Post,2023-03-06,['Emoji'],True
757,483,Post,2023-04-03,['Emoji'],True
878,564,Post,2023-12-19,['Sticker'],False
228,1027,Post,2023-02-19,['Emoji'],True
919,717,Post,2022-01-16,"['Sticker', 'Texto']",False
672,535,Post,2020-09-19,"['Emoji', 'Texto', 'Sticker']",False
181,289,Post,2020-09-04,['Emoji'],False
1068,997,Post,2020-07-11,"['Texto', 'Sticker', 'Emoji']",False
422,86,Post,2021-04-23,"['Emoji', 'Texto', 'Sticker']",True
1159,513,Post,2023-08-23,"['Emoji', 'Sticker', 'Texto']",True
793,873,Post,2023-10-17,"['Sticker', 'Texto']",True
438,829,Post,2024-11-26,"['Texto', 'Sticker', 'Emoji']",True
1116,1183,Post,2023-12-04,"['Sticker', 'Emoji']",False
48,242,Post,2022-10-15,"['Texto', 'Emoji', 'Sticker']",False
404,735,Post,2021-09-15,"['Emoji', 'Texto', 'Sticker']",False
331,912,Post,2024-03-09,['Emoji'],True
1091,1047,Post,2022-11-13,['Sticker'],False
754,783,Post,2023-12-07,['Sticker'],True
360,1138,Post,2020-10-02,"['Sticker', 'Emoji', 'Texto']",False
952,39,Post,2022-06-24,"['Sticker', 'Texto']",True
491,691,Post,2024-08-09,"['Emoji', 'Texto']",True
550,582,Post,2020-09-08,['Texto'],False
91,832,Post,2021-08-25,"['Emoji', 'Sticker', 'Texto']",True
1210,457,Post,2023-04-29,"['Emoji', 'Sticker', 'Texto']",False
1434,297,Post,2023-02-16,"['Texto', 'Emoji']",True
1271,225,Post,2021-04-09,"['Texto', 'Sticker', 'Emoji']",False
571,727,Post,2020-12-25,"['Sticker', 'Emoji']",True
394,250,Post,2023-08-08,"['Emoji', 'Sticker', 'Texto']",False
1193,375,Post,2023-02-02,"['Emoji', 'Sticker']",True
1293,362,Post,2021-11-16,"['Emoji', 'Sticker', 'Texto']",False
583,1065,Post,2024-05-14,['Sticker'],False
256,1160,Post,2024-12-24,"['Emoji', 'Sticker', 'Texto']",True
1278,540,Post,2022-04-13,['Emoji'],True
818,610,Post,2022-07-01,"['Emoji', 'Sticker']",False
330,1185,Post,2023-12-29,['Texto'],False
636,89,Post,2022-04-17,"['Texto', 'Sticker', 'Emoji']",True
1140,363,Post,2020-03-27,['Texto'],False
226,967,Post,2020-09-17,"['Texto', 'Sticker', 'Emoji']",False
1409,538,Post,2022-12-28,"['Texto', 'Sticker', 'Emoji']",True
542,740,Post,2024-11-03,"['Emoji', 'Texto']",True
1112,1158,Post,2023-08-31,"['Texto', 'Emoji']",True
1303,978,Post,2023-09-13,"['Emoji', 'Sticker']",False
767,868,Post,2024-08-18,"['Emoji', 'Texto', 'Sticker']",False
255,1032,Post,2022-07-22,['Sticker'],True
621,940,Post,2025-01-24,['Emoji'],True
395,929,Post,2021-08-12,['Emoji'],True
743,47,Post,2023-12-08,"['Emoji', 'Texto']",True
282,16,Post,2021-07-06,['Sticker'],True
493,911,Post,2023-03-22,"['Emoji', 'Sticker', 'Texto']",False
1299,373,Post,2022-05-01,"['Sticker', 'Emoji', 'Texto']",False
65,750,Post,2022-12-20,"['Emoji', 'Sticker']",True
478,744,Post,2021-08-04,"['Texto', 'Sticker', 'Emoji']",True
348,320,Post,2024-08-28,"['Sticker', 'Emoji', 'Texto']",True
748,1199,Post,2021-10-06,"['Sticker', 'Emoji', 'Texto']",False
584,279,Post,2021-06-02,['Texto'],False
603,1029,Post,2022-06-27,"['Sticker', 'Texto', 'Emoji']",True
1230,1033,Post,2020-05-26,"['Emoji', 'Sticker', 'Texto']",True
509,750,Post,2021-04-30,"['Emoji', 'Texto', 'Sticker']",True
1295,878,Post,2021-10-03,"['Texto', 'Emoji', 'Sticker']",True
8,153,Post,2020-06-05,"['Texto', 'Sticker']",False
977,881,Post,2024-08-03,['Texto'],False
1330,245,Post,2025-02-12,"['Sticker', 'Texto']",True
713,867,Post,2020-10-09,"['Sticker', 'Emoji', 'Texto']",True
1018,579,Post,2021-04-24,"['Texto', 'Emoji']",True
436,848,Post,2021-07-13,"['Texto', 'Sticker']",True
262,791,Post,2025-02-02,"['Emoji', 'Sticker', 'Texto']",False
684,1030,Post,2022-07-21,"['Texto', 'Sticker']",True
137,1089,Post,2021-10-22,"['Emoji', 'Sticker', 'Texto']",False
374,382,Post,2023-11-24,"['Emoji', 'Sticker', 'Texto']",True
914,322,Post,2021-01-17,"['Sticker', 'Emoji']",True
22,504,Post,2022-10-25,"['Texto', 'Emoji']",False
1149,1141,Post,2020-06-17,['Emoji'],False
58,483,Post,2021-01-23,"['Texto', 'Sticker']",True
1207,552,Post,2020-07-23,"['Emoji', 'Sticker', 'Texto']",False
31,42,Post,2021-06-01,"['Sticker', 'Texto', 'Emoji']",False
1354,529,Post,2022-04-02,['Emoji'],False
1352,148,Post,2025-01-05,"['Texto', 'Sticker', 'Emoji']",False
857,218,Post,2022-09-10,['Sticker'],False
1282,685,Post,2021-02-20,['Sticker'],True
282,900,Post,2022-10-11,"['Emoji', 'Texto', 'Sticker']",True
742,1132,Post,2021-04-06,['Texto'],True
62,1053,Post,2020-08-18,"['Texto', 'Sticker', 'Emoji']",True
153,889,Post,2020-09-04,"['Emoji', 'Sticker', 'Texto']",False
261,301,Post,2024-12-27,['Sticker'],False
113,1128,Post,2022-09-23,"['Sticker', 'Texto', 'Emoji']",True
445,1000,Post,2020-06-30,"['Sticker', 'Emoji']",True
1347,1149,Post,2021-03-09,['Sticker'],True
877,109,Post,2023-11-29,"['Emoji', 'Texto']",False
594,58,Post,2024-04-05,"['Texto', 'Emoji']",True
365,1130,Post,2022-05-14,"['Sticker', 'Texto', 'Emoji']",False
1486,575,Post,2020-12-25,['Sticker'],True
560,414,Post,2024-12-23,"['Emoji', 'Texto', 'Sticker']",True
208,931,Post,2021-08-22,['Emoji'],True
596,888,Post,2024-06-26,['Sticker'],False
321,318,Post,2021-11-16,"['Emoji', 'Texto']",True
509,534,Post,2021-05-07,['Sticker'],True
284,850,Post,2022-09-01,"['Emoji', 'Texto', 'Sticker']",False
1105,449,Post,2024-12-20,"['Emoji', 'Texto']",False
492,1100,Post,2023-04-20,['Emoji'],False
1026,1119,Post,2020-12-22,"['Sticker', 'Texto']",False
1251,550,Post,2021-02-07,"['Sticker', 'Emoji']",False
106,441,Post,2020-03-15,['Emoji'],False
1007,1163,Post,2023-10-13,"['Emoji', 'Sticker', 'Texto']",True
370,500,Post,2023-12-29,"['Emoji', 'Sticker', 'Texto']",False
1264,446,Post,2020-05-31,['Sticker'],False
674,931,Post,2021-08-29,"['Sticker', 'Emoji', 'Texto']",True
479,120,Post,2022-09-02,"['Sticker', 'Texto']",False
1343,791,Post,2020-09-11,"['Emoji', 'Texto']",True
1140,865,Post,2020-10-10,['Texto'],True
1040,512,Post,2023-09-04,"['Sticker', 'Texto']",True
1046,149,Post,2025-01-25,"['Emoji', 'Texto', 'Sticker']",False
1082,113,Post,2022-01-19,['Texto'],True
584,941,Post,2022-09-10,['Emoji'],False
568,519,Post,2024-01-16,"['Sticker', 'Texto']",True
715,832,Post,2024-11-22,"['Texto', 'Emoji']",True
1153,680,Post,2024-01-03,['Texto'],True
1164,559,Post,2024-02-04,"['Emoji', 'Texto']",False
725,1076,Post,2023-09-04,"['Texto', 'Emoji', 'Sticker']",False
731,182,Post,2021-05-15,"['Sticker', 'Texto']",True
1,15,Post,2024-03-02,"['Emoji', 'Sticker', 'Texto']",False
219,632,Post,2022-06-23,['Sticker'],False
340,328,Post,2023-06-19,['Emoji'],False
668,880,Post,2023-11-26,"['Emoji', 'Texto', 'Sticker']",False
1155,475,Post,2021-12-06,"['Sticker', 'Texto']",True
1477,1009,Post,2020-03-03,['Texto'],False
853,148,Post,2024-01-30,"['Emoji', 'Texto', 'Sticker']",False
966,925,Post,2021-05-27,['Texto'],True
20,349,Post,2021-02-26,"['Emoji', 'Texto']",False
1351,653,Post,2024-04-13,"['Texto', 'Emoji', 'Sticker']",False
235,711,Post,2024-11-14,"['Texto', 'Sticker', 'Emoji']",True
1361,41,Post,2021-08-24,"['Sticker', 'Emoji']",False
276,466,Post,2020-10-10,"['Sticker', 'Texto', 'Emoji']",True
198,97,Post,2025-02-19,"['Sticker', 'Texto']",False
1365,1184,Post,2021-04-24,"['Sticker', 'Emoji']",True
516,296,Post,2024-04-07,"['Texto', 'Sticker']",False
833,833,Post,2020-05-22,"['Emoji', 'Texto']",True
765,556,Post,2020-08-16,"['Sticker', 'Emoji', 'Texto']",False
16,361,Post,2023-08-05,"['Emoji', 'Sticker', 'Texto']",False
261,429,Post,2024-07-07,"['Texto', 'Sticker', 'Emoji']",True
320,238,Post,2022-04-21,"['Emoji', 'Sticker']",True
1235,788,Post,2023-07-02,"['Sticker', 'Texto', 'Emoji']",True
543,347,Post,2022-08-16,"['Emoji', 'Texto', 'Sticker']",True
814,1111,Post,2021-08-31,"['Emoji', 'Sticker']",False
808,7,Post,2024-09-07,"['Emoji', 'Sticker', 'Texto']",True
299,145,Post,2024-05-27,"['Texto', 'Emoji', 'Sticker']",True
570,609,Post,2022-04-06,['Texto'],False
1240,667,Post,2022-09-18,['Sticker'],False
853,516,Post,2023-04-07,"['Emoji', 'Texto']",False
640,850,Post,2023-11-30,['Sticker'],True
634,597,Post,2023-06-12,['Sticker'],True
188,870,Post,2021-10-10,"['Emoji', 'Sticker', 'Texto']",True
998,113,Post,2023-04-05,['Texto'],True
449,903,Post,2024-07-07,"['Texto', 'Sticker', 'Emoji']",False
257,240,Post,2024-01-22,['Emoji'],True
872,809,Post,2021-10-17,['Sticker'],True
1421,1097,Post,2020-12-23,"['Sticker', 'Texto']",True
1484,1146,Post,2020-11-23,"['Emoji', 'Texto', 'Sticker']",True
1026,1039,Post,2020-11-17,"['Texto', 'Sticker', 'Emoji']",False
308,128,Post,2021-12-25,"['Sticker', 'Texto']",True
1150,911,Post,2023-04-07,"['Texto', 'Emoji']",False
1226,868,Post,2022-08-09,"['Sticker', 'Texto']",False
1269,646,Post,2021-09-08,"['Emoji', 'Sticker', 'Texto']",True
666,74,Post,2022-10-27,['Emoji'],False
1138,661,Post,2024-12-05,"['Emoji', 'Texto']",False
1413,797,Post,2023-05-29,"['Texto', 'Sticker']",False
1198,346,Post,2024-02-24,['Texto'],False
134,656,Post,2022-06-26,['Sticker'],True
990,252,Post,2022-11-15,"['Sticker', 'Emoji', 'Texto']",False
1035,493,Post,2023-08-15,"['Emoji', 'Sticker', 'Texto']",True
139,896,Post,2022-08-17,"['Emoji', 'Sticker']",False
948,161,Post,2022-10-23,['Texto'],True
1364,668,Post,2022-01-23,"['Texto', 'Sticker', 'Emoji']",False
1136,185,Post,2021-03-04,['Texto'],True
622,496,Post,2021-11-25,"['Texto', 'Sticker']",False
1162,236,Post,2021-07-19,"['Sticker', 'Texto', 'Emoji']",True
704,1140,Post,2024-09-18,['Emoji'],False
1420,779,Post,2021-02-03,['Sticker'],True
575,878,Post,2023-05-01,"['Texto', 'Emoji']",True
72,891,Post,2023-06-09,"['Emoji', 'Texto', 'Sticker']",True
770,188,Post,2020-10-24,"['Emoji', 'Texto', 'Sticker']",False
665,396,Post,2021-11-17,"['Sticker', 'Texto']",False
731,36,Post,2023-09-22,"['Texto', 'Emoji', 'Sticker']",False
117,466,Post,2024-05-28,"['Sticker', 'Texto']",False
1324,154,Post,2021-09-24,['Sticker'],True
584,341,Post,2022-01-07,"['Emoji', 'Sticker', 'Texto']",True
268,639,Post,2022-02-26,['Sticker'],True
137,319,Post,2021-05-22,['Emoji'],True
435,1119,Post,2020-06-11,"['Texto', 'Emoji']",True
1399,792,Post,2022-08-20,['Texto'],True
1036,910,Post,2023-10-25,"['Emoji', 'Sticker', 'Texto']",True
959,946,Post,2020-03-08,"['Sticker', 'Emoji']",True
45,1127,Post,2024-07-21,"['Sticker', 'Emoji', 'Texto']",True
981,259,Post,2022-08-23,"['Emoji', 'Sticker']",True
396,1015,Post,2023-06-09,"['Sticker', 'Emoji']",True
396,485,Post,2023-11-30,['Emoji'],False
1500,655,Post,2022-09-06,"['Texto', 'Emoji']",False
664,595,Post,2020-06-09,"['Emoji', 'Sticker', 'Texto']",True
1044,699,Post,2024-02-25,['Sticker'],True
482,803,Post,2021-04-15,"['Texto', 'Emoji', 'Sticker']",False
1082,884,Post,2022-08-08,['Texto'],True
389,438,Post,2024-08-25,['Sticker'],False
204,466,Post,2020-07-17,['Texto'],True
1375,500,Post,2021-01-28,"['Texto', 'Emoji']",False
962,111,Post,2024-07-10,"['Texto', 'Emoji', 'Sticker']",False
1488,361,Post,2024-03-20,"['Texto', 'Emoji', 'Sticker']",True
213,1058,Post,2024-04-06,"['Texto', 'Emoji', 'Sticker']",False
1198,1168,Post,2021-01-08,['Texto'],True
96,130,Post,2024-04-21,['Emoji'],True
1291,1152,Post,2020-05-04,"['Texto', 'Emoji']",True
1045,314,Post,2024-10-01,"['Emoji', 'Sticker', 'Texto']",True
545,484,Post,2022-04-25,['Sticker'],False
368,1111,Post,2024-11-21,['Sticker'],True
743,1112,Post,2020-11-04,"['Sticker', 'Emoji', 'Texto']",True
937,836,Post,2022-11-12,"['Sticker', 'Texto', 'Emoji']",False
582,858,Post,2021-07-06,"['Sticker', 'Texto']",True
1344,706,Post,2024-04-28,"['Emoji', 'Sticker', 'Texto']",False
58,1196,Post,2023-12-30,['Emoji'],False
60,298,Post,2021-01-20,"['Texto', 'Sticker', 'Emoji']",False
297,314,Post,2020-10-07,"['Sticker', 'Texto', 'Emoji']",False
950,793,Post,2023-03-17,"['Emoji', 'Texto', 'Sticker']",True
1326,221,Post,2021-07-13,"['Emoji', 'Sticker']",False
1044,769,Post,2024-05-07,"['Emoji', 'Texto']",False
111,505,Post,2022-11-20,"['Emoji', 'Sticker']",False
568,665,Post,2020-04-09,['Sticker'],False
1161,386,Post,2024-02-12,"['Texto', 'Sticker', 'Emoji']",True
534,706,Post,2021-11-22,"['Sticker', 'Texto', 'Emoji']",True
971,736,Post,2023-10-10,"['Sticker', 'Emoji', 'Texto']",False
627,869,Post,2020-11-09,"['Sticker', 'Emoji']",True
1075,718,Post,2022-03-09,"['Texto', 'Emoji']",False
89,787,Post,2021-09-30,['Texto'],False
30,361,Post,2020-06-15,['Emoji'],True
1312,696,Post,2022-09-26,"['Sticker', 'Texto', 'Emoji']",False
1068,686,Post,2020-08-20,"['Texto', 'Emoji']",False
47,617,Post,2023-07-15,"['Texto', 'Sticker']",True
556,1094,Post,2022-04-12,"['Sticker', 'Emoji', 'Texto']",True
1016,583,Post,2021-07-15,"['Sticker', 'Emoji']",False
825,1072,Post,2021-08-09,['Sticker'],True
889,25,Post,2021-10-20,"['Texto', 'Sticker', 'Emoji']",True
453,869,Post,2023-06-13,"['Emoji', 'Texto']",False
960,564,Post,2021-08-13,"['Sticker', 'Emoji']",True
400,610,Post,2024-06-17,['Emoji'],False
110,657,Post,2020-12-18,"['Sticker', 'Texto']",True
1424,409,Post,2025-02-05,['Texto'],False
466,183,Post,2024-01-14,"['Emoji', 'Texto']",False
1433,592,Post,2024-12-10,"['Sticker', 'Texto', 'Emoji']",False
481,528,Post,2020-10-30,['Texto'],False
255,100,Post,2021-01-15,['Sticker'],False
312,781,Post,2020-11-06,['Texto'],True
172,95,Post,2021-12-16,"['Emoji', 'Sticker']",False
971,1054,Post,2020-05-17,"['Emoji', 'Sticker', 'Texto']",True
66,762,Post,2024-03-11,"['Texto', 'Emoji']",True
185,1062,Post,2022-02-06,"['Sticker', 'Texto']",False
338,818,Post,2023-09-24,['Emoji'],False
95,163,Post,2023-06-14,"['Emoji', 'Texto', 'Sticker']",False
1468,901,Post,2020-12-01,"['Sticker', 'Texto', 'Emoji']",True
949,163,Post,2023-08-07,"['Sticker', 'Texto', 'Emoji']",True
1209,555,Post,2024-01-17,"['Texto', 'Emoji', 'Sticker']",False
1431,449,Post,2021-01-31,"['Texto', 'Sticker']",False
478,761,Post,2025-01-26,"['Emoji', 'Texto']",False
1305,1101,Post,2023-11-22,['Sticker'],False
968,473,Post,2023-10-28,"['Sticker', 'Emoji']",False
228,638,Post,2023-11-18,"['Sticker', 'Texto', 'Emoji']",False
1381,933,Post,2024-08-11,"['Texto', 'Emoji', 'Sticker']",False
152,263,Post,2020-09-21,['Texto'],False
908,1051,Post,2023-05-23,['Emoji'],True
1483,221,Post,2021-08-17,"['Sticker', 'Emoji']",True
450,899,Post,2023-07-26,['Emoji'],False
926,42,Post,2023-05-20,"['Emoji', 'Texto']",False
1436,689,Post,2024-04-26,"['Emoji', 'Sticker', 'Texto']",True
809,553,Post,2020-12-15,['Texto'],True
754,1155,Post,2022-06-16,['Sticker'],True
262,1036,Post,2020-09-12,"['Sticker', 'Emoji']",False
533,1027,Post,2023-11-04,"['Texto', 'Emoji']",False
308,139,Post,2024-10-17,['Emoji'],False
1210,1065,Post,2021-08-18,"['Sticker', 'Emoji', 'Texto']",True
142,1171,Post,2023-08-13,"['Emoji', 'Sticker']",False
1408,906,Post,2023-03-31,"['Texto', 'Emoji', 'Sticker']",True
796,66,Post,2025-02-02,"['Sticker', 'Texto', 'Emoji']",True
34,1024,Post,2024-05-06,"['Emoji', 'Texto', 'Sticker']",True
27,222,Post,2020-07-02,['Sticker'],True
575,12,Post,2020-08-12,"['Emoji', 'Texto', 'Sticker']",False
1393,307,Post,2023-12-10,"['Emoji', 'Sticker', 'Texto']",False
987,586,Post,2021-12-25,"['Sticker', 'Emoji']",True
1490,365,Post,2021-07-12,['Emoji'],False
47,749,Post,2021-02-04,"['Emoji', 'Sticker']",False
1070,1067,Post,2021-04-29,"['Sticker', 'Texto', 'Emoji']",False
537,982,Post,2023-12-31,"['Texto', 'Emoji']",True
262,1092,Post,2020-10-10,"['Emoji', 'Texto', 'Sticker']",False
453,928,Post,2021-05-07,['Sticker'],True
1450,583,Post,2020-11-16,['Emoji'],True
252,504,Post,2023-03-02,"['Sticker', 'Texto', 'Emoji']",True
1097,1131,Post,2021-03-15,"['Texto', 'Sticker']",False
649,1007,Post,2023-12-06,['Emoji'],False
479,954,Post,2020-04-25,"['Texto', 'Emoji']",True
25,993,Post,2023-08-01,['Texto'],False
1169,1114,Post,2021-06-17,"['Texto', 'Sticker', 'Emoji']",True
364,377,Post,2024-01-21,['Sticker'],False
1336,73,Post,2022-01-06,['Texto'],True
485,391,Post,2021-01-30,"['Emoji', 'Texto']",True
796,1101,Post,2023-10-20,"['Texto', 'Sticker']",False
304,1173,Post,2024-03-11,['Emoji'],False
669,751,Post,2021-11-18,['Sticker'],True
359,16,Post,2022-04-21,['Emoji'],True
1348,263,Post,2024-12-24,"['Sticker', 'Texto']",True
81,786,Post,2021-06-05,['Texto'],False
651,996,Post,2024-11-12,['Sticker'],True
1186,386,Post,2022-05-10,"['Sticker', 'Texto']",False
562,202,Post,2021-05-20,"['Texto', 'Emoji']",True
373,349,Post,2023-10-28,"['Texto', 'Emoji']",True
1182,764,Post,2024-04-21,['Texto'],True
261,502,Post,2024-07-28,['Texto'],True
1478,248,Post,2023-09-04,['Emoji'],True
1468,1107,Post,2020-12-08,"['Emoji', 'Texto']",False
383,1014,Post,2023-12-17,['Sticker'],True
353,282,Post,2024-05-29,['Emoji'],False
1265,174,Post,2022-07-14,"['Texto', 'Emoji']",True
1229,1190,Post,2020-03-26,"['Texto', 'Emoji']",True
1,674,Post,2022-11-28,"['Sticker', 'Emoji', 'Texto']",True
601,506,Post,2022-09-15,"['Sticker', 'Texto', 'Emoji']",True
1280,1170,Post,2024-10-05,"['Emoji', 'Texto']",False
833,495,Post,2023-02-13,['Emoji'],True
1218,211,Post,2021-02-10,['Sticker'],False
429,234,Post,2021-03-29,"['Emoji', 'Sticker']",True
161,599,Post,2020-04-19,['Texto'],False
1381,1147,Post,2023-08-15,"['Texto', 'Emoji', 'Sticker']",False
1361,713,Post,2021-01-19,"['Texto', 'Emoji']",True
1262,1121,Post,2021-03-25,['Emoji'],True
1445,1014,Post,2023-05-13,['Sticker'],False
298,1154,Post,2024-07-05,['Emoji'],False
268,765,Post,2024-03-15,"['Emoji', 'Texto', 'Sticker']",False
776,719,Post,2022-04-09,"['Emoji', 'Sticker']",True
872,911,Post,2024-02-24,['Texto'],False
1263,637,Post,2020-04-05,"['Emoji', 'Texto']",True
468,45,Post,2021-01-21,"['Emoji', 'Sticker']",True
658,414,Post,2022-06-15,['Emoji'],True
634,1195,Post,2022-06-02,"['Texto', 'Sticker']",True
34,812,Post,2024-06-04,"['Sticker', 'Emoji', 'Texto']",True
1177,375,Post,2024-01-13,['Emoji'],True
1423,289,Post,2024-04-08,"['Emoji', 'Sticker', 'Texto']",True
550,29,Post,2021-01-05,['Sticker'],True
878,800,Post,2023-04-11,"['Emoji', 'Sticker', 'Texto']",True
206,654,Post,2024-08-18,"['Emoji', 'Texto']",True
702,1108,Post,2021-03-22,"['Emoji', 'Texto']",True
835,27,Post,2024-05-05,"['Sticker', 'Texto']",False
1125,134,Post,2024-11-14,"['Sticker', 'Texto']",False
1360,890,Post,2020-12-26,"['Emoji', 'Sticker']",True
991,299,Post,2021-05-22,"['Texto', 'Emoji', 'Sticker']",True
643,500,Post,2023-03-12,['Sticker'],False
462,394,Post,2024-06-16,"['Sticker', 'Texto', 'Emoji']",True
856,930,Post,2022-02-21,"['Emoji', 'Texto', 'Sticker']",True
104,362,Post,2021-12-24,['Emoji'],False
1409,313,Post,2024-12-11,['Emoji'],False
820,530,Post,2024-12-09,"['Emoji', 'Texto']",True
529,524,Post,2020-10-21,['Sticker'],False
896,731,Post,2024-05-02,"['Emoji', 'Sticker', 'Texto']",False
527,500,Post,2025-01-26,"['Sticker', 'Texto', 'Emoji']",False
1450,617,Post,2021-12-21,"['Emoji', 'Texto', 'Sticker']",False
574,656,Post,2023-09-22,"['Sticker', 'Texto']",True
1078,432,Post,2024-06-02,['Texto'],False
1428,1169,Post,2023-09-24,"['Emoji', 'Sticker']",False
270,377,Post,2022-06-01,"['Texto', 'Emoji', 'Sticker']",False
607,319,Post,2021-07-03,"['Emoji', 'Sticker']",True
8,570,Post,2021-02-25,"['Sticker', 'Emoji', 'Texto']",False
905,1089,Post,2022-11-04,"['Emoji', 'Sticker', 'Texto']",True
890,404,Post,2020-09-23,"['Emoji', 'Texto', 'Sticker']",True
1477,689,Post,2020-11-02,"['Emoji', 'Texto', 'Sticker']",True
337,215,Post,2021-04-16,['Emoji'],False
781,327,Post,2023-06-24,['Texto'],True
889,771,Post,2020-09-19,"['Sticker', 'Emoji']",True
1289,873,Post,2020-03-18,['Texto'],True
1393,605,Post,2025-02-24,"['Texto', 'Emoji', 'Sticker']",True
162,714,Post,2020-09-18,"['Sticker', 'Texto']",False
1365,748,Post,2021-04-20,"['Emoji', 'Sticker']",False
