usuario_id,seguido_id,desde,interaccion_frecuencia,razón
1459,675,2024-12-06,Semanal,Interés en su contenido
618,159,2023-09-06,Mensual,Interés en su contenido
259,1046,2021-10-28,Diaria,Interés en su contenido
1344,538,2020-06-30,Mensual,Interés en su contenido
962,1139,2022-01-17,Ocasional,Interés en su contenido
931,590,2024-10-08,Semanal,Interés en su contenido
1128,75,2020-09-10,Semanal,Interés en su contenido
175,1314,2023-06-13,Semanal,Interés en su contenido
47,790,2025-01-28,Semanal,Interés en su contenido
706,1020,2020-09-22,Diaria,Interés en su contenido
1380,466,2025-01-05,Ocasional,Interés en su contenido
1144,1199,2022-05-05,Diaria,Interés en su contenido
1368,299,2024-10-16,Diaria,Interés en su contenido
455,1354,2023-06-30,Ocasional,Interés en su contenido
514,491,2024-03-26,Ocasional,Interés en su contenido
1222,1180,2020-06-26,Diaria,Interés en su contenido
654,680,2024-02-18,Mensual,Interés en su contenido
706,1010,2023-05-21,Mensual,Interés en su contenido
1214,1172,2024-09-22,Mensual,Interés en su contenido
1430,43,2023-08-13,Mensual,Interés en su contenido
383,1180,2022-05-02,Diaria,Interés en su contenido
859,1235,2022-06-21,Ocasional,Interés en su contenido
1161,1306,2022-06-26,Diaria,Interés en su contenido
1413,611,2025-02-21,Mensual,Interés en su contenido
314,1065,2020-09-12,Ocasional,Interés en su contenido
31,773,2021-03-04,Diaria,Interés en su contenido
1491,100,2024-10-17,Ocasional,Interés en su contenido
680,861,2023-02-20,Ocasional,Interés en su contenido
493,479,2020-11-06,Ocasional,Interés en su contenido
560,761,2020-07-06,Ocasional,Interés en su contenido
89,170,2021-01-19,Ocasional,Interés en su contenido
652,295,2023-01-26,Ocasional,Interés en su contenido
849,191,2022-05-22,Semanal,Interés en su contenido
857,1360,2021-07-27,Diaria,Interés en su contenido
613,1204,2023-11-25,Diaria,Interés en su contenido
287,733,2021-08-23,Semanal,Interés en su contenido
1301,42,2022-11-25,Mensual,Interés en su contenido
399,981,2022-12-30,Ocasional,Interés en su contenido
1262,1258,2024-01-23,Semanal,Interés en su contenido
1312,1256,2022-02-05,Ocasional,Interés en su contenido
606,552,2020-04-11,Mensual,Interés en su contenido
942,1022,2021-01-09,Semanal,Interés en su contenido
662,19,2024-06-10,Mensual,Interés en su contenido
1384,378,2020-07-19,Semanal,Interés en su contenido
289,514,2024-08-15,Semanal,Interés en su contenido
436,618,2024-05-10,Diaria,Interés en su contenido
66,561,2021-04-22,Diaria,Interés en su contenido
931,1453,2023-01-09,Semanal,Interés en su contenido
631,227,2024-06-07,Mensual,Interés en su contenido
701,506,2022-09-19,Ocasional,Interés en su contenido
1230,222,2021-08-23,Mensual,Interés en su contenido
1095,693,2022-01-22,Mensual,Interés en su contenido
940,578,2020-04-17,Diaria,Interés en su contenido
787,357,2021-04-08,Ocasional,Interés en su contenido
1154,776,2021-07-11,Diaria,Interés en su contenido
333,569,2024-03-12,Semanal,Interés en su contenido
756,927,2021-09-06,Diaria,Interés en su contenido
490,437,2024-04-11,Semanal,Interés en su contenido
1346,296,2023-04-27,Mensual,Interés en su contenido
1384,1229,2021-07-01,Mensual,Interés en su contenido
735,372,2021-02-16,Semanal,Interés en su contenido
170,660,2023-01-29,Semanal,Interés en su contenido
1076,793,2021-08-01,Semanal,Interés en su contenido
95,573,2024-04-18,Diaria,Interés en su contenido
287,1240,2021-05-28,Ocasional,Interés en su contenido
804,377,2022-03-16,Diaria,Interés en su contenido
907,324,2020-09-27,Diaria,Interés en su contenido
995,606,2021-03-06,Semanal,Interés en su contenido
1230,285,2022-06-02,Semanal,Interés en su contenido
55,619,2022-01-14,Diaria,Interés en su contenido
835,951,2022-08-06,Semanal,Interés en su contenido
245,736,2020-09-23,Semanal,Interés en su contenido
1210,361,2023-06-09,Ocasional,Interés en su contenido
784,1238,2023-06-02,Semanal,Interés en su contenido
973,11,2022-02-21,Ocasional,Interés en su contenido
454,259,2024-10-06,Mensual,Interés en su contenido
68,442,2021-07-03,Diaria,Interés en su contenido
473,1201,2023-09-16,Semanal,Interés en su contenido
1025,93,2024-01-31,Mensual,Interés en su contenido
1089,734,2023-11-21,Diaria,Interés en su contenido
379,310,2023-04-06,Diaria,Interés en su contenido
857,196,2025-02-09,Diaria,Interés en su contenido
218,1181,2023-11-21,Semanal,Interés en su contenido
1317,499,2021-04-10,Semanal,Interés en su contenido
766,1268,2024-02-10,Semanal,Interés en su contenido
1003,1238,2023-11-26,Ocasional,Interés en su contenido
174,1237,2024-02-13,Diaria,Interés en su contenido
5,120,2021-01-31,Diaria,Interés en su contenido
377,1452,2025-01-06,Mensual,Interés en su contenido
882,204,2024-06-25,Ocasional,Interés en su contenido
300,378,2022-06-29,Mensual,Interés en su contenido
772,1466,2023-08-14,Mensual,Interés en su contenido
1434,1009,2020-05-18,Diaria,Interés en su contenido
1053,755,2023-02-25,Mensual,Interés en su contenido
1229,634,2021-10-04,Diaria,Interés en su contenido
1490,921,2022-09-18,Semanal,Interés en su contenido
465,1,2023-07-04,Mensual,Interés en su contenido
705,1489,2022-12-21,Semanal,Interés en su contenido
280,480,2023-11-25,Diaria,Interés en su contenido
789,1334,2022-08-03,Ocasional,Interés en su contenido
954,1095,2020-09-02,Diaria,Interés en su contenido
584,679,2023-05-24,Ocasional,Interés en su contenido
594,904,2024-09-24,Mensual,Interés en su contenido
502,910,2022-02-16,Diaria,Interés en su contenido
243,1260,2022-05-12,Mensual,Interés en su contenido
723,402,2024-09-10,Diaria,Interés en su contenido
165,1373,2023-11-13,Ocasional,Interés en su contenido
1022,877,2024-06-09,Ocasional,Interés en su contenido
1458,877,2024-04-26,Mensual,Interés en su contenido
120,706,2020-12-13,Semanal,Interés en su contenido
1350,965,2023-10-14,Ocasional,Interés en su contenido
138,257,2022-08-15,Diaria,Interés en su contenido
1179,328,2023-07-24,Diaria,Interés en su contenido
1435,1328,2021-07-01,Mensual,Interés en su contenido
977,1122,2021-03-22,Diaria,Interés en su contenido
834,1357,2024-12-16,Diaria,Interés en su contenido
1478,1280,2020-12-12,Diaria,Interés en su contenido
320,271,2024-05-20,Semanal,Interés en su contenido
142,1383,2024-03-28,Diaria,Interés en su contenido
801,980,2021-10-17,Ocasional,Interés en su contenido
50,792,2023-06-20,Ocasional,Interés en su contenido
1296,876,2020-04-26,Semanal,Interés en su contenido
687,504,2022-12-03,Semanal,Interés en su contenido
310,407,2022-03-17,Ocasional,Interés en su contenido
253,1105,2020-03-03,Mensual,Interés en su contenido
1200,319,2024-10-11,Diaria,Interés en su contenido
283,776,2020-09-12,Mensual,Interés en su contenido
1326,1050,2020-11-17,Mensual,Interés en su contenido
849,452,2020-04-05,Ocasional,Interés en su contenido
172,171,2020-05-08,Mensual,Interés en su contenido
312,1242,2020-06-04,Mensual,Interés en su contenido
395,45,2024-04-02,Diaria,Interés en su contenido
60,502,2024-02-28,Ocasional,Interés en su contenido
690,504,2024-10-01,Semanal,Interés en su contenido
499,1440,2022-03-01,Diaria,Interés en su contenido
425,294,2021-02-23,Mensual,Interés en su contenido
896,706,2024-07-24,Ocasional,Interés en su contenido
779,1255,2021-06-26,Semanal,Interés en su contenido
260,981,2023-08-18,Mensual,Interés en su contenido
212,1006,2021-11-18,Semanal,Interés en su contenido
1399,1018,2024-03-16,Ocasional,Interés en su contenido
702,1168,2022-04-13,Diaria,Interés en su contenido
699,431,2020-10-02,Semanal,Interés en su contenido
85,194,2025-02-22,Diaria,Interés en su contenido
563,1367,2024-09-29,Diaria,Interés en su contenido
795,724,2024-04-10,Semanal,Interés en su contenido
1435,877,2020-07-23,Ocasional,Interés en su contenido
600,377,2021-12-02,Ocasional,Interés en su contenido
912,452,2021-09-17,Mensual,Interés en su contenido
131,296,2021-09-25,Ocasional,Interés en su contenido
375,573,2022-11-09,Mensual,Interés en su contenido
708,452,2020-08-19,Semanal,Interés en su contenido
1002,749,2024-07-14,Ocasional,Interés en su contenido
644,791,2020-11-26,Ocasional,Interés en su contenido
842,533,2021-11-04,Ocasional,Interés en su contenido
1048,602,2022-02-12,Ocasional,Interés en su contenido
328,338,2021-06-06,Mensual,Interés en su contenido
1184,590,2021-07-09,Mensual,Interés en su contenido
247,45,2024-03-10,Mensual,Interés en su contenido
834,1281,2022-05-08,Semanal,Interés en su contenido
645,12,2022-08-18,Ocasional,Interés en su contenido
1185,266,2023-04-17,Ocasional,Interés en su contenido
670,785,2022-05-29,Mensual,Interés en su contenido
225,293,2023-02-17,Diaria,Interés en su contenido
864,259,2022-07-26,Ocasional,Interés en su contenido
856,1457,2022-07-24,Ocasional,Interés en su contenido
368,1224,2024-04-03,Semanal,Interés en su contenido
655,1439,2021-07-08,Diaria,Interés en su contenido
1258,903,2023-12-05,Semanal,Interés en su contenido
528,1403,2024-07-25,Mensual,Interés en su contenido
284,150,2024-05-10,Semanal,Interés en su contenido
1179,226,2021-08-21,Mensual,Interés en su contenido
896,1346,2022-08-15,Mensual,Interés en su contenido
9,382,2022-07-23,Semanal,Interés en su contenido
402,600,2023-11-17,Ocasional,Interés en su contenido
946,1127,2024-01-24,Diaria,Interés en su contenido
588,707,2020-10-18,Ocasional,Interés en su contenido
1481,1162,2024-01-11,Ocasional,Interés en su contenido
281,766,2022-10-21,Diaria,Interés en su contenido
1065,597,2020-05-09,Diaria,Interés en su contenido
940,50,2023-08-16,Semanal,Interés en su contenido
472,1331,2023-06-27,Semanal,Interés en su contenido
192,600,2024-11-24,Ocasional,Interés en su contenido
1138,1394,2023-06-13,Semanal,Interés en su contenido
498,396,2023-12-23,Ocasional,Interés en su contenido
1322,1498,2024-12-27,Semanal,Interés en su contenido
1421,115,2025-01-25,Mensual,Interés en su contenido
649,132,2022-05-16,Ocasional,Interés en su contenido
1000,820,2021-03-22,Ocasional,Interés en su contenido
25,810,2020-03-14,Semanal,Interés en su contenido
834,1291,2023-05-08,Semanal,Interés en su contenido
1375,288,2021-03-06,Ocasional,Interés en su contenido
411,9,2022-01-05,Diaria,Interés en su contenido
138,284,2024-03-03,Semanal,Interés en su contenido
56,101,2023-10-21,Mensual,Interés en su contenido
1031,550,2024-09-04,Semanal,Interés en su contenido
795,519,2021-07-23,Semanal,Interés en su contenido
420,436,2021-10-11,Ocasional,Interés en su contenido
925,1384,2024-01-02,Ocasional,Interés en su contenido
47,1044,2023-05-08,Semanal,Interés en su contenido
1416,1107,2020-11-17,Ocasional,Interés en su contenido
1022,1483,2024-12-03,Diaria,Interés en su contenido
1429,424,2021-04-07,Ocasional,Interés en su contenido
18,688,2022-11-07,Mensual,Interés en su contenido
1243,586,2021-11-21,Ocasional,Interés en su contenido
1228,273,2020-05-28,Diaria,Interés en su contenido
1152,759,2024-10-14,Ocasional,Interés en su contenido
574,1164,2024-05-04,Diaria,Interés en su contenido
233,385,2024-07-22,Semanal,Interés en su contenido
536,1274,2024-05-09,Mensual,Interés en su contenido
192,1155,2024-12-12,Semanal,Interés en su contenido
767,103,2020-05-26,Diaria,Interés en su contenido
159,222,2020-09-30,Mensual,Interés en su contenido
598,802,2021-08-28,Diaria,Interés en su contenido
974,707,2024-05-29,Diaria,Interés en su contenido
1108,100,2020-10-21,Semanal,Interés en su contenido
1073,1044,2021-08-26,Diaria,Interés en su contenido
586,523,2020-11-08,Diaria,Interés en su contenido
126,578,2021-07-11,Diaria,Interés en su contenido
557,496,2023-08-09,Diaria,Interés en su contenido
714,831,2022-01-01,Ocasional,Interés en su contenido
1043,697,2022-11-03,Diaria,Interés en su contenido
1408,438,2024-11-16,Mensual,Interés en su contenido
392,1070,2021-02-06,Diaria,Interés en su contenido
563,1055,2023-04-06,Semanal,Interés en su contenido
978,636,2023-11-06,Ocasional,Interés en su contenido
655,722,2024-03-21,Diaria,Interés en su contenido
404,87,2020-10-15,Diaria,Interés en su contenido
212,826,2020-06-09,Mensual,Interés en su contenido
782,578,2021-08-16,Ocasional,Interés en su contenido
226,998,2023-06-17,Ocasional,Interés en su contenido
1125,538,2021-08-11,Diaria,Interés en su contenido
187,1246,2021-08-08,Diaria,Interés en su contenido
317,948,2022-11-30,Diaria,Interés en su contenido
830,1242,2021-01-08,Semanal,Interés en su contenido
991,1438,2021-11-07,Diaria,Interés en su contenido
893,192,2021-10-14,Diaria,Interés en su contenido
750,1057,2022-11-06,Ocasional,Interés en su contenido
869,1060,2023-09-20,Ocasional,Interés en su contenido
232,175,2021-04-06,Ocasional,Interés en su contenido
790,899,2024-06-20,Mensual,Interés en su contenido
1187,1460,2022-08-09,Semanal,Interés en su contenido
1360,408,2022-08-16,Semanal,Interés en su contenido
848,135,2022-02-09,Ocasional,Interés en su contenido
86,1474,2024-04-18,Mensual,Interés en su contenido
58,682,2021-09-17,Semanal,Interés en su contenido
768,389,2024-10-03,Mensual,Interés en su contenido
731,1319,2021-09-18,Diaria,Interés en su contenido
1205,713,2024-05-28,Ocasional,Interés en su contenido
671,901,2022-04-25,Semanal,Interés en su contenido
1118,757,2020-05-23,Semanal,Interés en su contenido
747,491,2020-12-30,Semanal,Interés en su contenido
1185,1344,2021-07-31,Semanal,Interés en su contenido
579,327,2023-03-04,Ocasional,Interés en su contenido
820,1351,2021-04-13,Semanal,Interés en su contenido
194,959,2020-08-25,Ocasional,Interés en su contenido
687,1146,2020-07-08,Diaria,Interés en su contenido
137,1396,2022-05-30,Mensual,Interés en su contenido
1105,549,2022-03-29,Ocasional,Interés en su contenido
877,1123,2021-09-26,Ocasional,Interés en su contenido
1239,427,2020-07-19,Diaria,Interés en su contenido
415,14,2024-12-08,Semanal,Interés en su contenido
1056,699,2020-09-29,Semanal,Interés en su contenido
323,947,2024-10-02,Semanal,Interés en su contenido
981,787,2021-06-26,Ocasional,Interés en su contenido
1214,1148,2024-05-29,Semanal,Interés en su contenido
523,649,2021-02-25,Diaria,Interés en su contenido
1307,760,2021-06-16,Diaria,Interés en su contenido
338,656,2022-08-20,Semanal,Interés en su contenido
1061,760,2024-03-31,Mensual,Interés en su contenido
874,219,2023-07-14,Semanal,Interés en su contenido
10,1115,2023-09-19,Ocasional,Interés en su contenido
391,16,2023-10-27,Ocasional,Interés en su contenido
257,1479,2024-02-14,Diaria,Interés en su contenido
1309,936,2024-07-08,Semanal,Interés en su contenido
1138,1465,2021-11-27,Semanal,Interés en su contenido
991,974,2020-05-16,Ocasional,Interés en su contenido
934,238,2021-10-16,Diaria,Interés en su contenido
1027,600,2020-12-24,Semanal,Interés en su contenido
654,263,2024-04-27,Ocasional,Interés en su contenido
1337,1033,2021-08-05,Ocasional,Interés en su contenido
407,3,2022-06-02,Diaria,Interés en su contenido
18,907,2020-07-30,Diaria,Interés en su contenido
300,150,2021-12-28,Diaria,Interés en su contenido
290,1468,2024-03-13,Mensual,Interés en su contenido
289,397,2023-02-18,Mensual,Interés en su contenido
1383,595,2020-11-01,Ocasional,Interés en su contenido
444,1389,2021-12-19,Diaria,Interés en su contenido
715,1349,2024-04-17,Ocasional,Interés en su contenido
1417,1357,2023-09-10,Ocasional,Interés en su contenido
962,193,2024-09-14,Ocasional,Interés en su contenido
247,1389,2022-05-07,Ocasional,Interés en su contenido
222,771,2024-08-31,Mensual,Interés en su contenido
1454,1250,2021-02-09,Ocasional,Interés en su contenido
717,817,2022-09-24,Ocasional,Interés en su contenido
933,833,2021-01-06,Mensual,Interés en su contenido
84,1244,2023-05-24,Ocasional,Interés en su contenido
1074,481,2024-05-11,Semanal,Interés en su contenido
589,545,2024-12-11,Diaria,Interés en su contenido
36,1260,2020-12-31,Mensual,Interés en su contenido
312,331,2024-11-20,Mensual,Interés en su contenido
284,1382,2022-08-16,Ocasional,Interés en su contenido
1398,1460,2022-12-05,Mensual,Interés en su contenido
402,940,2020-09-25,Semanal,Interés en su contenido
1423,374,2021-06-16,Semanal,Interés en su contenido
181,1187,2020-03-05,Diaria,Interés en su contenido
530,500,2024-06-24,Diaria,Interés en su contenido
940,44,2022-06-19,Mensual,Interés en su contenido
1420,583,2023-10-13,Ocasional,Interés en su contenido
1376,499,2023-02-18,Ocasional,Interés en su contenido
103,234,2022-04-11,Mensual,Interés en su contenido
1010,1312,2024-07-07,Diaria,Interés en su contenido
170,674,2023-01-04,Diaria,Interés en su contenido
1438,197,2020-12-05,Diaria,Interés en su contenido
142,813,2024-12-31,Semanal,Interés en su contenido
859,19,2022-05-21,Diaria,Interés en su contenido
1033,67,2020-06-26,Semanal,Interés en su contenido
822,715,2023-04-30,Semanal,Interés en su contenido
1371,536,2023-08-01,Ocasional,Interés en su contenido
689,1225,2024-09-28,Ocasional,Interés en su contenido
1140,417,2022-08-15,Semanal,Interés en su contenido
653,592,2023-02-08,Semanal,Interés en su contenido
734,1008,2025-02-07,Diaria,Interés en su contenido
1230,383,2021-12-22,Diaria,Interés en su contenido
581,1169,2022-04-19,Ocasional,Interés en su contenido
967,1168,2020-08-13,Diaria,Interés en su contenido
517,788,2020-12-30,Semanal,Interés en su contenido
1456,1035,2020-07-21,Ocasional,Interés en su contenido
1298,794,2024-01-30,Mensual,Interés en su contenido
1391,492,2023-03-31,Semanal,Interés en su contenido
47,426,2021-08-21,Diaria,Interés en su contenido
1014,1419,2024-10-27,Semanal,Interés en su contenido
1347,835,2024-01-02,Ocasional,Interés en su contenido
748,300,2024-03-08,Semanal,Interés en su contenido
636,805,2021-07-21,Mensual,Interés en su contenido
541,1213,2021-05-03,Semanal,Interés en su contenido
1476,1021,2023-01-16,Semanal,Interés en su contenido
595,6,2024-03-04,Diaria,Interés en su contenido
71,1412,2022-11-18,Semanal,Interés en su contenido
43,1119,2020-07-21,Ocasional,Interés en su contenido
1361,102,2021-04-01,Diaria,Interés en su contenido
623,1366,2021-08-21,Ocasional,Interés en su contenido
36,655,2023-01-05,Diaria,Interés en su contenido
1207,50,2022-04-08,Mensual,Interés en su contenido
574,427,2021-02-25,Semanal,Interés en su contenido
1015,235,2021-06-26,Ocasional,Interés en su contenido
1335,416,2021-09-21,Diaria,Interés en su contenido
1321,1426,2024-03-11,Semanal,Interés en su contenido
481,656,2021-08-03,Ocasional,Interés en su contenido
1343,445,2023-04-29,Ocasional,Interés en su contenido
1226,1460,2022-06-10,Semanal,Interés en su contenido
27,184,2022-07-31,Diaria,Interés en su contenido
117,1480,2025-01-01,Diaria,Interés en su contenido
1207,108,2023-04-07,Semanal,Interés en su contenido
136,1133,2022-10-31,Ocasional,Interés en su contenido
1068,234,2020-04-02,Diaria,Interés en su contenido
635,1089,2022-04-04,Diaria,Interés en su contenido
356,1079,2020-04-07,Semanal,Interés en su contenido
688,1432,2024-01-03,Mensual,Interés en su contenido
133,687,2025-01-21,Semanal,Interés en su contenido
1280,1399,2022-11-07,Diaria,Interés en su contenido
1274,472,2024-10-17,Diaria,Interés en su contenido
538,1447,2021-04-12,Semanal,Interés en su contenido
1298,909,2022-12-18,Ocasional,Interés en su contenido
870,182,2022-04-16,Semanal,Interés en su contenido
856,807,2023-10-17,Semanal,Interés en su contenido
1094,1317,2024-02-23,Diaria,Interés en su contenido
1049,169,2023-11-24,Semanal,Interés en su contenido
281,1382,2021-06-01,Ocasional,Interés en su contenido
1065,137,2022-03-05,Mensual,Interés en su contenido
1172,621,2023-05-06,Ocasional,Interés en su contenido
1429,526,2023-11-29,Ocasional,Interés en su contenido
8,712,2024-04-11,Semanal,Interés en su contenido
151,181,2024-07-30,Diaria,Interés en su contenido
715,1395,2021-10-12,Semanal,Interés en su contenido
1382,501,2024-12-11,Diaria,Interés en su contenido
1256,887,2020-03-30,Ocasional,Interés en su contenido
416,1239,2023-12-05,Ocasional,Interés en su contenido
1268,1032,2022-11-14,Mensual,Interés en su contenido
286,194,2020-11-02,Diaria,Interés en su contenido
632,287,2023-08-13,Ocasional,Interés en su contenido
1242,477,2021-11-13,Ocasional,Interés en su contenido
836,730,2024-10-10,Diaria,Interés en su contenido
1492,213,2020-03-10,Ocasional,Interés en su contenido
995,875,2023-07-24,Ocasional,Interés en su contenido
1414,202,2023-10-12,Ocasional,Interés en su contenido
981,816,2021-09-10,Semanal,Interés en su contenido
1348,1088,2023-08-05,Semanal,Interés en su contenido
838,484,2024-04-05,Ocasional,Interés en su contenido
1116,1078,2022-09-11,Mensual,Interés en su contenido
51,180,2020-04-06,Ocasional,Interés en su contenido
1311,331,2025-01-26,Ocasional,Interés en su contenido
823,353,2020-06-24,Semanal,Interés en su contenido
377,871,2024-01-22,Ocasional,Interés en su contenido
891,910,2021-12-05,Diaria,Interés en su contenido
1168,1433,2024-02-15,Semanal,Interés en su contenido
917,1319,2021-04-24,Ocasional,Interés en su contenido
176,810,2021-08-06,Mensual,Interés en su contenido
347,384,2021-02-05,Diaria,Interés en su contenido
950,597,2024-05-26,Semanal,Interés en su contenido
652,1159,2023-06-22,Diaria,Interés en su contenido
278,663,2022-06-26,Mensual,Interés en su contenido
1275,977,2024-09-07,Ocasional,Interés en su contenido
953,312,2020-04-12,Ocasional,Interés en su contenido
661,1236,2022-01-01,Ocasional,Interés en su contenido
779,607,2023-07-22,Diaria,Interés en su contenido
1125,385,2020-09-27,Mensual,Interés en su contenido
1090,51,2022-08-01,Mensual,Interés en su contenido
61,149,2023-03-07,Mensual,Interés en su contenido
256,903,2022-09-26,Diaria,Interés en su contenido
794,676,2022-04-15,Ocasional,Interés en su contenido
1130,1194,2020-05-14,Semanal,Interés en su contenido
1171,144,2021-09-14,Semanal,Interés en su contenido
1209,722,2020-10-31,Ocasional,Interés en su contenido
719,191,2023-03-26,Ocasional,Interés en su contenido
165,1328,2023-05-28,Diaria,Interés en su contenido
632,1077,2022-12-26,Ocasional,Interés en su contenido
81,115,2020-04-26,Mensual,Interés en su contenido
90,9,2022-12-01,Semanal,Interés en su contenido
537,553,2024-08-06,Semanal,Interés en su contenido
1071,916,2022-07-17,Ocasional,Interés en su contenido
716,1310,2024-12-02,Ocasional,Interés en su contenido
102,1283,2022-09-17,Semanal,Interés en su contenido
1316,35,2020-10-03,Semanal,Interés en su contenido
1208,402,2022-06-17,Diaria,Interés en su contenido
253,209,2025-01-02,Semanal,Interés en su contenido
697,1298,2021-09-06,Diaria,Interés en su contenido
131,1319,2021-03-25,Ocasional,Interés en su contenido
1282,74,2024-09-22,Ocasional,Interés en su contenido
564,351,2022-01-21,Diaria,Interés en su contenido
823,1355,2022-12-11,Mensual,Interés en su contenido
306,372,2023-07-27,Semanal,Interés en su contenido
466,388,2020-06-10,Ocasional,Interés en su contenido
1239,432,2021-04-16,Diaria,Interés en su contenido
1299,1149,2021-04-19,Diaria,Interés en su contenido
788,345,2022-02-22,Diaria,Interés en su contenido
28,1021,2023-03-09,Semanal,Interés en su contenido
41,279,2020-09-11,Mensual,Interés en su contenido
354,789,2020-11-06,Ocasional,Interés en su contenido
285,532,2024-04-19,Ocasional,Interés en su contenido
745,490,2022-09-15,Ocasional,Interés en su contenido
1301,591,2024-07-01,Diaria,Interés en su contenido
1429,669,2023-08-10,Ocasional,Interés en su contenido
1414,189,2021-10-06,Mensual,Interés en su contenido
625,801,2023-09-08,Mensual,Interés en su contenido
836,1390,2022-03-20,Ocasional,Interés en su contenido
524,102,2024-09-30,Ocasional,Interés en su contenido
1112,1010,2020-07-18,Semanal,Interés en su contenido
742,1323,2023-02-17,Mensual,Interés en su contenido
519,764,2024-09-26,Semanal,Interés en su contenido
521,677,2022-04-22,Diaria,Interés en su contenido
575,780,2023-06-26,Ocasional,Interés en su contenido
1125,1099,2020-06-08,Ocasional,Interés en su contenido
725,1053,2024-03-10,Semanal,Interés en su contenido
1365,549,2020-03-15,Semanal,Interés en su contenido
608,1151,2022-05-22,Semanal,Interés en su contenido
1355,724,2022-02-06,Ocasional,Interés en su contenido
1291,328,2023-01-08,Ocasional,Interés en su contenido
1013,443,2021-01-16,Ocasional,Interés en su contenido
803,614,2024-04-17,Mensual,Interés en su contenido
493,316,2023-05-04,Diaria,Interés en su contenido
1358,944,2021-10-12,Ocasional,Interés en su contenido
748,1075,2020-11-01,Ocasional,Interés en su contenido
10,1041,2023-11-16,Mensual,Interés en su contenido
500,326,2021-07-08,Ocasional,Interés en su contenido
1250,1149,2023-09-29,Semanal,Interés en su contenido
1346,1329,2020-09-16,Mensual,Interés en su contenido
616,500,2020-06-08,Ocasional,Interés en su contenido
1223,1415,2024-10-03,Mensual,Interés en su contenido
1097,65,2022-05-22,Mensual,Interés en su contenido
49,1483,2022-12-06,Mensual,Interés en su contenido
654,123,2023-07-13,Mensual,Interés en su contenido
1477,66,2021-11-11,Semanal,Interés en su contenido
1090,552,2020-10-20,Ocasional,Interés en su contenido
950,339,2022-04-15,Diaria,Interés en su contenido
105,938,2023-12-15,Semanal,Interés en su contenido
575,353,2023-07-13,Semanal,Interés en su contenido
1162,94,2021-01-14,Ocasional,Interés en su contenido
916,466,2021-09-05,Ocasional,Interés en su contenido
291,1209,2023-09-28,Mensual,Interés en su contenido
553,1301,2023-01-04,Mensual,Interés en su contenido
1366,1288,2020-07-30,Diaria,Interés en su contenido
495,1152,2024-08-22,Diaria,Interés en su contenido
130,864,2024-09-15,Semanal,Interés en su contenido
687,1146,2024-04-16,Mensual,Interés en su contenido
226,726,2023-03-20,Diaria,Interés en su contenido
1386,272,2023-01-01,Diaria,Interés en su contenido
615,704,2024-06-14,Diaria,Interés en su contenido
1348,379,2022-11-16,Diaria,Interés en su contenido
639,430,2021-10-22,Mensual,Interés en su contenido
465,133,2024-03-04,Semanal,Interés en su contenido
951,1222,2024-03-17,Mensual,Interés en su contenido
1401,1407,2024-09-26,Semanal,Interés en su contenido
459,1007,2024-07-03,Mensual,Interés en su contenido
386,162,2020-11-04,Diaria,Interés en su contenido
229,292,2023-10-11,Semanal,Interés en su contenido
1346,723,2023-09-20,Diaria,Interés en su contenido
563,342,2024-07-13,Ocasional,Interés en su contenido
734,379,2020-07-09,Ocasional,Interés en su contenido
542,306,2023-08-06,Ocasional,Interés en su contenido
1384,779,2022-12-17,Semanal,Interés en su contenido
1368,705,2020-10-25,Diaria,Interés en su contenido
1418,105,2021-01-16,Mensual,Interés en su contenido
1016,458,2025-01-14,Semanal,Interés en su contenido
1135,1465,2024-10-28,Mensual,Interés en su contenido
714,600,2024-06-20,Mensual,Interés en su contenido
165,532,2024-11-11,Ocasional,Interés en su contenido
84,1237,2023-12-10,Diaria,Interés en su contenido
1198,476,2022-08-02,Mensual,Interés en su contenido
193,161,2022-09-23,Ocasional,Interés en su contenido
1364,624,2024-03-11,Mensual,Interés en su contenido
733,641,2021-10-21,Semanal,Interés en su contenido
1411,930,2021-09-09,Diaria,Interés en su contenido
856,278,2020-11-11,Ocasional,Interés en su contenido
382,1114,2024-03-10,Diaria,Interés en su contenido
852,934,2024-01-02,Semanal,Interés en su contenido
507,906,2024-06-24,Mensual,Interés en su contenido
790,196,2022-11-25,Semanal,Interés en su contenido
178,1368,2022-08-25,Mensual,Interés en su contenido
975,768,2022-11-10,Ocasional,Interés en su contenido
1473,1479,2024-01-29,Semanal,Interés en su contenido
872,528,2022-07-31,Diaria,Interés en su contenido
356,869,2024-03-18,Diaria,Interés en su contenido
1053,528,2024-01-31,Diaria,Interés en su contenido
1047,1342,2020-05-08,Ocasional,Interés en su contenido
804,328,2023-07-12,Diaria,Interés en su contenido
1207,1273,2020-06-28,Diaria,Interés en su contenido
869,1170,2024-08-01,Semanal,Interés en su contenido
172,1236,2023-01-23,Ocasional,Interés en su contenido
493,42,2023-01-15,Semanal,Interés en su contenido
1267,1225,2024-11-06,Mensual,Interés en su contenido
152,893,2024-06-20,Ocasional,Interés en su contenido
122,637,2021-10-10,Mensual,Interés en su contenido
67,1459,2022-10-22,Mensual,Interés en su contenido
1477,1261,2024-09-30,Semanal,Interés en su contenido
257,1387,2023-04-30,Ocasional,Interés en su contenido
903,467,2023-09-04,Diaria,Interés en su contenido
355,441,2022-07-26,Mensual,Interés en su contenido
